"state_id","state","month","year","upi_volume_mn","volume_contribution","upi_value_cr","value_contribution","source_file","source_format","month_num","year_month","time_id"
10,"GOA",2023-12-01,2023,27.96,0.23,4110.01,0.23,"2023 dec.xlsx","old_state",12,"2023-12",9
10,"GOA",2024-01-01,2024,29.59,0.24,4317.69,0.23,"2024 jan.xlsx","old_state",1,"2024-01",10
10,"GOA",2024-02-01,2024,29.94,0.25,4282.86,0.23,"2024 feb.xlsx","old_state",2,"2024-02",11
10,"GOA",2024-03-01,2024,30.22,0.22,4197.43,0.21,"2024 mar.xlsx","old_state",3,"2024-03",12
10,"GOA",2024-04-01,2024,27.96,0.21,3945.63,0.2,"2024 apr.xlsx","old_state",4,"2024-04",13
10,"GOA",2024-05-01,2024,29.77,0.21,4238.4,0.21,"2024 may.xlsx","old_state",5,"2024-05",14
10,"GOA",2024-06-01,2024,27.92,0.2,4020.18,0.2,"2024 jun.xlsx","old_state",6,"2024-06",15
10,"GOA",2024-07-01,2024,25.66,0.18,3695.04,0.18,"2024 july.xlsx","old_state",7,"2024-07",16
10,"GOA",2024-08-01,2024,27.16,0.18,3783.78,0.18,"2024 aug.xlsx","old_state",8,"2024-08",17
10,"GOA",2024-09-01,2024,27.3,0.18,3820.31,0.19,"2024 sept.xlsx","old_state",9,"2024-09",18
10,"GOA",2024-10-01,2024,31.08,0.19,4357.6,0.19,"2024 oct.xlsx","old_state",10,"2024-10",19
10,"GOA",2024-11-01,2024,31.72,0.2,4419.48,0.21,"2024 nov.xlsx","old_state",11,"2024-11",20
10,"GOA",2024-12-01,2024,38.15,0.23,5427.06,0.23,"2024 dec.xlsx","old_state",12,"2024-12",21
10,"GOA",2025-01-01,2025,35.15,0.21,5030,0.21,"2025 jan.xlsx","old_state",1,"2025-01",22
10,"GOA",2025-02-01,2025,29.53,0.18,4063.02,0.18,"2025 feb.xlsx","old_state",2,"2025-02",23
10,"GOA",2025-03-01,2025,32.62,0.18,4518.59,0.18,"2025 mar.xlsx","old_state",3,"2025-03",24
10,"GOA",2025-04-01,2025,36.36,0.2,5041.14,0.21,"2025 apr.xlsx","old_state",4,"2025-04",25
10,"GOA",2025-05-01,2025,40.1,0.21,5659.28,0.23,"2025 may.xlsx","old_state",5,"2025-05",26
10,"GOA",2025-06-01,2025,28.76,0.16,4053.68,0.17,"2025 jun.xlsx","old_state",6,"2025-06",27
10,"GOA",2025-07-01,2025,30.59,0.16,4347.72,0.17,"2025 july.xlsx","old_state",7,"2025-07",28
10,"GOA",2025-08-01,2025,32.27,0.16,4537.72,0.18,"2025 aug.xlsx","old_state",8,"2025-08",29
10,"GOA",2025-09-01,2025,32.28,0.16,4603,0.18,"2025 sept.xlsx","old_state",9,"2025-09",30
10,"GOA",2025-10-01,2025,35.89,0.17,5282.52,0.19,"2025 oct.xlsx","old_state",10,"2025-10",31
10,"GOA",2025-11-01,2025,36.33,0.18,5222.28,0.2,"2025 nov.xlsx","old_state",11,"2025-11",32
10,"GOA",2025-12-01,2025,40.24,0.19,5990.21,0.21,"2025 dec.xlsx","old_state",12,"2025-12",33
10,"GOA",2026-01-01,2026,40.35,0.19,6064.79,0.21,"2026 jan.xlsx","old_state",1,"2026-01",34
10,"GOA",2026-02-01,2026,35.41,0.17,5280.59,0.2,"2026 feb.xlsx","old_state",2,"2026-02",35
10,"GOA",2026-03-01,2026,37.91,0.17,5673.83,0.19,"2026 mar.xlsx","new_district_total",3,"2026-03",36
10,"GOA",2026-04-01,2026,36.49,0.16,5594.45,0.19,"2026 apr.xlsx","new_district_total",4,"2026-04",37
10,"GOA",2026-05-01,2026,38.23,0.16,5844.97,0.19,"2026 may.xlsx","new_district_total",5,"2026-05",38
10,"GOA",2026-06-01,2026,36.09,0.16,5485.34,0.19,"2026 jun.xlsx","new_district_total",6,"2026-06",39
11,"GUJARAT",2023-04-01,2023,280.81,3.17,46154.94,3.26,"2023 apr.xlsx","old_state",4,"2023-04",1
11,"GUJARAT",2023-05-01,2023,288.57,3.06,47894.81,3.22,"2023 may.xlsx","old_state",5,"2023-05",2
11,"GUJARAT",2023-06-01,2023,277.76,2.98,46487.59,3.15,"2023 june.xlsx","old_state",6,"2023-06",3
11,"GUJARAT",2023-07-01,2023,302.19,3.03,49555.82,3.23,"2023 july.xlsx","old_state",7,"2023-07",4
11,"GUJARAT",2023-08-01,2023,325.34,3.07,51778.19,3.28,"2023 aug.xlsx","old_state",8,"2023-08",5
11,"GUJARAT",2023-09-01,2023,319.31,3.02,51590.99,3.27,"2023 sept.xlsx","old_state",9,"2023-09",6
11,"GUJARAT",2023-10-01,2023,364.34,3.19,57809.55,3.37,"2023 oct.xlsx","old_state",10,"2023-10",7
11,"GUJARAT",2023-11-01,2023,338.54,3.01,58262.18,3.35,"2023 nov.xlsx","old_state",11,"2023-11",8
11,"GUJARAT",2023-12-01,2023,341.58,2.84,57762.41,3.17,"2023 dec.xlsx","old_state",12,"2023-12",9
11,"GUJARAT",2024-01-01,2024,376.73,3.09,62424.28,3.39,"2024 jan.xlsx","old_state",1,"2024-01",10
11,"GUJARAT",2024-02-01,2024,392.48,3.24,65150.33,3.56,"2024 feb.xlsx","old_state",2,"2024-02",11
11,"GUJARAT",2024-03-01,2024,439.51,3.27,68656.44,3.47,"2024 mar.xlsx","old_state",3,"2024-03",12
11,"GUJARAT",2024-04-01,2024,431.65,3.24,66727,3.4,"2024 apr.xlsx","old_state",4,"2024-04",13
11,"GUJARAT",2024-05-01,2024,457.4,3.26,70407.04,3.44,"2024 may.xlsx","old_state",5,"2024-05",14
11,"GUJARAT",2024-06-01,2024,452.59,3.26,68664.93,3.42,"2024 jun.xlsx","old_state",6,"2024-06",15
11,"GUJARAT",2024-07-01,2024,453.24,3.14,69129.55,3.35,"2024 july.xlsx","old_state",7,"2024-07",16
11,"GUJARAT",2024-08-01,2024,435.29,2.91,65381.35,3.17,"2024 aug.xlsx","old_state",8,"2024-08",17
11,"GUJARAT",2024-09-01,2024,451.88,3,68576.37,3.32,"2024 sept.xlsx","old_state",9,"2024-09",18
11,"GUJARAT",2024-10-01,2024,523.09,3.15,84525.81,3.6,"2024 oct.xlsx","old_state",10,"2024-10",19
11,"GUJARAT",2024-11-01,2024,447.82,2.89,65671.33,3.05,"2024 nov.xlsx","old_state",11,"2024-11",20
11,"GUJARAT",2024-12-01,2024,513.73,3.07,80180.1,3.45,"2024 dec.xlsx","old_state",12,"2024-12",21
11,"GUJARAT",2025-01-01,2025,482.44,2.84,75270.23,3.21,"2025 jan.xlsx","old_state",1,"2025-01",22
11,"GUJARAT",2025-02-01,2025,416.26,2.58,62967.52,2.87,"2025 feb.xlsx","old_state",2,"2025-02",23
11,"GUJARAT",2025-03-01,2025,470.83,2.57,70343.32,2.84,"2025 mar.xlsx","old_state",3,"2025-03",24
11,"GUJARAT",2025-04-01,2025,538.57,3.01,77374.37,3.23,"2025 apr.xlsx","old_state",4,"2025-04",25
11,"GUJARAT",2025-05-01,2025,585.79,3.14,85134.34,3.39,"2025 may.xlsx","old_state",5,"2025-05",26
11,"GUJARAT",2025-06-01,2025,440.93,2.4,64058.92,2.66,"2025 jun.xlsx","old_state",6,"2025-06",27
11,"GUJARAT",2025-07-01,2025,501.34,2.58,74010.9,2.95,"2025 july.xlsx","old_state",7,"2025-07",28
11,"GUJARAT",2025-08-01,2025,515.15,2.57,73518.28,2.96,"2025 aug.xlsx","old_state",8,"2025-08",29
11,"GUJARAT",2025-09-01,2025,515.11,2.62,75403.93,3.03,"2025 sept.xlsx","old_state",9,"2025-09",30
11,"GUJARAT",2025-10-01,2025,534.08,2.58,85444.71,3.13,"2025 oct.xlsx","old_state",10,"2025-10",31
11,"GUJARAT",2025-11-01,2025,510.56,2.49,76129.09,2.89,"2025 nov.xlsx","old_state",11,"2025-11",32
11,"GUJARAT",2025-12-01,2025,555.31,2.57,86699.29,3.1,"2025 dec.xlsx","old_state",12,"2025-12",33
11,"GUJARAT",2026-01-01,2026,568.86,2.62,88272.48,3.12,"2026 jan.xlsx","old_state",1,"2026-01",34
11,"GUJARAT",2026-02-01,2026,525.99,2.58,80307.51,2.99,"2026 feb.xlsx","old_state",2,"2026-02",35
11,"GUJARAT",2026-03-01,2026,565.42,2.5,85954.4,2.91,"2026 mar.xlsx","new_district_total",3,"2026-03",36
11,"GUJARAT",2026-04-01,2026,547.19,2.42,83863.15,2.84,"2026 apr.xlsx","new_district_total",4,"2026-04",37
11,"GUJARAT",2026-05-01,2026,563.06,2.39,84835.7,2.81,"2026 may.xlsx","new_district_total",5,"2026-05",38
11,"GUJARAT",2026-06-01,2026,567.66,2.5,84731.57,2.93,"2026 jun.xlsx","new_district_total",6,"2026-06",39
12,"HARYANA",2023-04-01,2023,225.35,2.54,35256.24,2.49,"2023 apr.xlsx","old_state",4,"2023-04",1
12,"HARYANA",2023-05-01,2023,231.21,2.46,36868.32,2.48,"2023 may.xlsx","old_state",5,"2023-05",2
12,"HARYANA",2023-06-01,2023,226.29,2.42,35090.23,2.38,"2023 june.xlsx","old_state",6,"2023-06",3
12,"HARYANA",2023-07-01,2023,246.82,2.48,37267.08,2.43,"2023 july.xlsx","old_state",7,"2023-07",4
12,"HARYANA",2023-08-01,2023,255.9,2.42,38322.05,2.43,"2023 aug.xlsx","old_state",8,"2023-08",5
12,"HARYANA",2023-09-01,2023,265.59,2.52,39655.16,2.51,"2023 sept.xlsx","old_state",9,"2023-09",6
12,"HARYANA",2023-10-01,2023,293.23,2.57,44962.4,2.62,"2023 oct.xlsx","old_state",10,"2023-10",7
12,"HARYANA",2023-11-01,2023,279.29,2.49,45139.63,2.59,"2023 nov.xlsx","old_state",11,"2023-11",8
12,"HARYANA",2023-12-01,2023,290.86,2.42,45897.55,2.52,"2023 dec.xlsx","old_state",12,"2023-12",9
12,"HARYANA",2024-01-01,2024,302.68,2.48,46875.26,2.55,"2024 jan.xlsx","old_state",1,"2024-01",10
12,"HARYANA",2024-02-01,2024,298.65,2.47,46490.93,2.54,"2024 feb.xlsx","old_state",2,"2024-02",11
12,"HARYANA",2024-03-01,2024,351.2,2.61,50497.34,2.55,"2024 mar.xlsx","old_state",3,"2024-03",12
12,"HARYANA",2024-04-01,2024,349.9,2.63,50557.95,2.57,"2024 apr.xlsx","old_state",4,"2024-04",13
12,"HARYANA",2024-05-01,2024,378.41,2.7,54556.73,2.67,"2024 may.xlsx","old_state",5,"2024-05",14
12,"HARYANA",2024-06-01,2024,363.84,2.62,50928.34,2.54,"2024 jun.xlsx","old_state",6,"2024-06",15
12,"HARYANA",2024-07-01,2024,360.77,2.5,51482.87,2.49,"2024 july.xlsx","old_state",7,"2024-07",16
12,"HARYANA",2024-08-01,2024,328.91,2.2,46509.17,2.26,"2024 aug.xlsx","old_state",8,"2024-08",17
12,"HARYANA",2024-09-01,2024,338.58,2.25,46386.4,2.25,"2024 sept.xlsx","old_state",9,"2024-09",18
12,"HARYANA",2024-10-01,2024,371.79,2.24,53130.4,2.26,"2024 oct.xlsx","old_state",10,"2024-10",19
12,"HARYANA",2024-11-01,2024,346.02,2.23,51552.8,2.39,"2024 nov.xlsx","old_state",11,"2024-11",20
12,"HARYANA",2024-12-01,2024,372.39,2.23,54975.91,2.36,"2024 dec.xlsx","old_state",12,"2024-12",21
12,"HARYANA",2025-01-01,2025,339.78,2,50647,2.16,"2025 jan.xlsx","old_state",1,"2025-01",22
12,"HARYANA",2025-02-01,2025,302.23,1.88,44342.88,2.02,"2025 feb.xlsx","old_state",2,"2025-02",23
12,"HARYANA",2025-03-01,2025,346.8,1.89,49619.26,2,"2025 mar.xlsx","old_state",3,"2025-03",24
12,"HARYANA",2025-04-01,2025,410.35,2.29,57581.17,2.4,"2025 apr.xlsx","old_state",4,"2025-04",25
12,"HARYANA",2025-05-01,2025,462.67,2.48,65952.89,2.62,"2025 may.xlsx","old_state",5,"2025-05",26
12,"HARYANA",2025-06-01,2025,361.02,1.96,48951.4,2.04,"2025 jun.xlsx","old_state",6,"2025-06",27
12,"HARYANA",2025-07-01,2025,397.29,2.04,54916.93,2.19,"2025 july.xlsx","old_state",7,"2025-07",28
12,"HARYANA",2025-08-01,2025,401.3,2.01,53984.25,2.17,"2025 aug.xlsx","old_state",8,"2025-08",29
12,"HARYANA",2025-09-01,2025,402.1,2.05,55079.83,2.21,"2025 sept.xlsx","old_state",9,"2025-09",30
12,"HARYANA",2025-10-01,2025,420.32,2.03,62164.88,2.28,"2025 oct.xlsx","old_state",10,"2025-10",31
12,"HARYANA",2025-11-01,2025,402.11,1.96,58994.49,2.24,"2025 nov.xlsx","old_state",11,"2025-11",32
12,"HARYANA",2025-12-01,2025,418.1,1.93,61294.14,2.19,"2025 dec.xlsx","old_state",12,"2025-12",33
12,"HARYANA",2026-01-01,2026,413.35,1.9,61236.56,2.16,"2026 jan.xlsx","old_state",1,"2026-01",34
12,"HARYANA",2026-02-01,2026,395.1,1.94,57895,2.16,"2026 feb.xlsx","old_state",2,"2026-02",35
12,"HARYANA",2026-03-01,2026,424.91,1.88,61869.14,2.1,"2026 mar.xlsx","new_district_total",3,"2026-03",36
12,"HARYANA",2026-04-01,2026,427.28,1.89,62199.7,2.11,"2026 apr.xlsx","new_district_total",4,"2026-04",37
12,"HARYANA",2026-05-01,2026,447.16,1.9,66140.19,2.19,"2026 may.xlsx","new_district_total",5,"2026-05",38
12,"HARYANA",2026-06-01,2026,438.82,1.93,61564.62,2.13,"2026 jun.xlsx","new_district_total",6,"2026-06",39
13,"HIMACHAL PRADESH",2023-04-01,2023,34.96,0.39,4786.04,0.34,"2023 apr.xlsx","old_state",4,"2023-04",1
13,"HIMACHAL PRADESH",2023-05-01,2023,38.5,0.41,5312.81,0.36,"2023 may.xlsx","old_state",5,"2023-05",2
13,"HIMACHAL PRADESH",2023-06-01,2023,37.47,0.4,5510.42,0.37,"2023 june.xlsx","old_state",6,"2023-06",3
13,"HIMACHAL PRADESH",2023-07-01,2023,33.86,0.34,4716.73,0.31,"2023 july.xlsx","old_state",7,"2023-07",4
13,"HIMACHAL PRADESH",2023-08-01,2023,35.23,0.33,4698.18,0.3,"2023 aug.xlsx","old_state",8,"2023-08",5
13,"HIMACHAL PRADESH",2023-09-01,2023,36.61,0.35,5035.77,0.32,"2023 sept.xlsx","old_state",9,"2023-09",6
13,"HIMACHAL PRADESH",2023-10-01,2023,41.56,0.36,5717.15,0.33,"2023 oct.xlsx","old_state",10,"2023-10",7
13,"HIMACHAL PRADESH",2023-11-01,2023,40.7,0.36,5732.29,0.33,"2023 nov.xlsx","old_state",11,"2023-11",8
13,"HIMACHAL PRADESH",2023-12-01,2023,42.16,0.35,5760.84,0.32,"2023 dec.xlsx","old_state",12,"2023-12",9
13,"HIMACHAL PRADESH",2024-01-01,2024,41.92,0.34,5787.9,0.31,"2024 jan.xlsx","old_state",1,"2024-01",10
13,"HIMACHAL PRADESH",2024-02-01,2024,42.98,0.36,5847.83,0.32,"2024 feb.xlsx","old_state",2,"2024-02",11
13,"HIMACHAL PRADESH",2024-03-01,2024,51.93,0.39,6624.41,0.33,"2024 mar.xlsx","old_state",3,"2024-03",12
13,"HIMACHAL PRADESH",2024-04-01,2024,55.17,0.41,6913.91,0.35,"2024 apr.xlsx","old_state",4,"2024-04",13
13,"HIMACHAL PRADESH",2024-05-01,2024,61.56,0.44,7654.18,0.37,"2024 may.xlsx","old_state",5,"2024-05",14
13,"HIMACHAL PRADESH",2024-06-01,2024,60.51,0.44,7786.25,0.39,"2024 jun.xlsx","old_state",6,"2024-06",15
13,"HIMACHAL PRADESH",2024-07-01,2024,52.82,0.37,6898.38,0.33,"2024 july.xlsx","old_state",7,"2024-07",16
13,"HIMACHAL PRADESH",2024-08-01,2024,48.66,0.33,6252.15,0.3,"2024 aug.xlsx","old_state",8,"2024-08",17
13,"HIMACHAL PRADESH",2024-09-01,2024,49.18,0.33,6379.72,0.31,"2024 sept.xlsx","old_state",9,"2024-09",18
13,"HIMACHAL PRADESH",2024-10-01,2024,56.14,0.34,7815.12,0.33,"2024 oct.xlsx","old_state",10,"2024-10",19
13,"HIMACHAL PRADESH",2024-11-01,2024,52.29,0.34,6997.02,0.32,"2024 nov.xlsx","old_state",11,"2024-11",20
13,"HIMACHAL PRADESH",2024-12-01,2024,57.01,0.34,7459.08,0.32,"2024 dec.xlsx","old_state",12,"2024-12",21
13,"HIMACHAL PRADESH",2025-01-01,2025,52.98,0.31,7024.65,0.3,"2025 jan.xlsx","old_state",1,"2025-01",22
13,"HIMACHAL PRADESH",2025-02-01,2025,46.84,0.29,5949.44,0.27,"2025 feb.xlsx","old_state",2,"2025-02",23
13,"HIMACHAL PRADESH",2025-03-01,2025,57.13,0.31,7048.59,0.28,"2025 mar.xlsx","old_state",3,"2025-03",24
13,"HIMACHAL PRADESH",2025-04-01,2025,64.32,0.36,7821.2,0.33,"2025 apr.xlsx","old_state",4,"2025-04",25
13,"HIMACHAL PRADESH",2025-05-01,2025,68.39,0.37,8430.37,0.34,"2025 may.xlsx","old_state",5,"2025-05",26
13,"HIMACHAL PRADESH",2025-06-01,2025,58.14,0.32,7262.4,0.3,"2025 jun.xlsx","old_state",6,"2025-06",27
13,"HIMACHAL PRADESH",2025-07-01,2025,56.85,0.29,7153.07,0.29,"2025 july.xlsx","old_state",7,"2025-07",28
13,"HIMACHAL PRADESH",2025-08-01,2025,54.88,0.27,6738.67,0.27,"2025 aug.xlsx","old_state",8,"2025-08",29
13,"HIMACHAL PRADESH",2025-09-01,2025,53.1,0.27,6899.72,0.28,"2025 sept.xlsx","old_state",9,"2025-09",30
13,"HIMACHAL PRADESH",2025-10-01,2025,61.96,0.3,8658.35,0.32,"2025 oct.xlsx","old_state",10,"2025-10",31
13,"HIMACHAL PRADESH",2025-11-01,2025,58.58,0.29,7825.51,0.3,"2025 nov.xlsx","old_state",11,"2025-11",32
13,"HIMACHAL PRADESH",2025-12-01,2025,63.08,0.29,8446.08,0.3,"2025 dec.xlsx","old_state",12,"2025-12",33
13,"HIMACHAL PRADESH",2026-01-01,2026,60.3,0.28,8159.92,0.29,"2026 jan.xlsx","old_state",1,"2026-01",34
13,"HIMACHAL PRADESH",2026-02-01,2026,55.51,0.27,7395.6,0.28,"2026 feb.xlsx","old_state",2,"2026-02",35
13,"HIMACHAL PRADESH",2026-03-01,2026,63.96,0.28,8396.95,0.28,"2026 mar.xlsx","new_district_total",3,"2026-03",36
13,"HIMACHAL PRADESH",2026-04-01,2026,64.49,0.28,8553.29,0.29,"2026 apr.xlsx","new_district_total",4,"2026-04",37
13,"HIMACHAL PRADESH",2026-05-01,2026,69.68,0.3,9112.76,0.3,"2026 may.xlsx","new_district_total",5,"2026-05",38
13,"HIMACHAL PRADESH",2026-06-01,2026,71.39,0.31,9484.49,0.33,"2026 jun.xlsx","new_district_total",6,"2026-06",39
14,"JAMMU AND KASHMIR",2023-04-01,2023,28.44,0.32,4783.74,0.34,"2023 apr.xlsx","old_state",4,"2023-04",1
14,"JAMMU AND KASHMIR",2023-05-01,2023,32.13,0.34,5046.91,0.34,"2023 may.xlsx","old_state",5,"2023-05",2
14,"JAMMU AND KASHMIR",2023-06-01,2023,30.84,0.33,5058.35,0.34,"2023 june.xlsx","old_state",6,"2023-06",3
14,"JAMMU AND KASHMIR",2023-07-01,2023,32.26,0.32,5337.27,0.35,"2023 july.xlsx","old_state",7,"2023-07",4
14,"JAMMU AND KASHMIR",2023-08-01,2023,34.8,0.33,5283.63,0.34,"2023 aug.xlsx","old_state",8,"2023-08",5
14,"JAMMU AND KASHMIR",2023-09-01,2023,35.83,0.34,5399.43,0.34,"2023 sept.xlsx","old_state",9,"2023-09",6
14,"JAMMU AND KASHMIR",2023-10-01,2023,39.88,0.35,6198.21,0.36,"2023 oct.xlsx","old_state",10,"2023-10",7
14,"JAMMU AND KASHMIR",2023-11-01,2023,40.66,0.36,6345.35,0.36,"2023 nov.xlsx","old_state",11,"2023-11",8
14,"JAMMU AND KASHMIR",2023-12-01,2023,39.71,0.33,6135.21,0.34,"2023 dec.xlsx","old_state",12,"2023-12",9
14,"JAMMU AND KASHMIR",2024-01-01,2024,43.49,0.36,6368.15,0.35,"2024 jan.xlsx","old_state",1,"2024-01",10
14,"JAMMU AND KASHMIR",2024-02-01,2024,45.24,0.37,6584.35,0.36,"2024 feb.xlsx","old_state",2,"2024-02",11
14,"JAMMU AND KASHMIR",2024-03-01,2024,53.84,0.4,7489.54,0.38,"2024 mar.xlsx","old_state",3,"2024-03",12
14,"JAMMU AND KASHMIR",2024-04-01,2024,60.25,0.45,8502.35,0.43,"2024 apr.xlsx","old_state",4,"2024-04",13
14,"JAMMU AND KASHMIR",2024-05-01,2024,67.16,0.48,9133.63,0.45,"2024 may.xlsx","old_state",5,"2024-05",14
14,"JAMMU AND KASHMIR",2024-06-01,2024,66.81,0.48,9257.4,0.46,"2024 jun.xlsx","old_state",6,"2024-06",15
14,"JAMMU AND KASHMIR",2024-07-01,2024,66.47,0.46,9241.72,0.45,"2024 july.xlsx","old_state",7,"2024-07",16
14,"JAMMU AND KASHMIR",2024-08-01,2024,63.18,0.42,8803.92,0.43,"2024 aug.xlsx","old_state",8,"2024-08",17
14,"JAMMU AND KASHMIR",2024-09-01,2024,65.19,0.43,9238.54,0.45,"2024 sept.xlsx","old_state",9,"2024-09",18
14,"JAMMU AND KASHMIR",2024-10-01,2024,71.73,0.43,10953,0.47,"2024 oct.xlsx","old_state",10,"2024-10",19
14,"JAMMU AND KASHMIR",2024-11-01,2024,70,0.45,10163.69,0.47,"2024 nov.xlsx","old_state",11,"2024-11",20
14,"JAMMU AND KASHMIR",2024-12-01,2024,74.38,0.44,10532.87,0.45,"2024 dec.xlsx","old_state",12,"2024-12",21
14,"JAMMU AND KASHMIR",2025-01-01,2025,68.04,0.4,9399.84,0.4,"2025 jan.xlsx","old_state",1,"2025-01",22
14,"JAMMU AND KASHMIR",2025-02-01,2025,60.94,0.38,8287.11,0.38,"2025 feb.xlsx","old_state",2,"2025-02",23
14,"JAMMU AND KASHMIR",2025-03-01,2025,71.77,0.39,10046.35,0.41,"2025 mar.xlsx","old_state",3,"2025-03",24
14,"JAMMU AND KASHMIR",2025-04-01,2025,88.43,0.49,11544.77,0.48,"2025 apr.xlsx","old_state",4,"2025-04",25
14,"JAMMU AND KASHMIR",2025-05-01,2025,94.39,0.51,11815.9,0.47,"2025 may.xlsx","old_state",5,"2025-05",26
14,"JAMMU AND KASHMIR",2025-06-01,2025,76.74,0.42,9485.08,0.39,"2025 jun.xlsx","old_state",6,"2025-06",27
14,"JAMMU AND KASHMIR",2025-07-01,2025,85.58,0.44,10998.69,0.44,"2025 july.xlsx","old_state",7,"2025-07",28
14,"JAMMU AND KASHMIR",2025-08-01,2025,81.02,0.4,10254.43,0.41,"2025 aug.xlsx","old_state",8,"2025-08",29
14,"JAMMU AND KASHMIR",2025-09-01,2025,78,0.4,10480.68,0.42,"2025 sept.xlsx","old_state",9,"2025-09",30
14,"JAMMU AND KASHMIR",2025-10-01,2025,87.23,0.42,12529.98,0.46,"2025 oct.xlsx","old_state",10,"2025-10",31
14,"JAMMU AND KASHMIR",2025-11-01,2025,83.52,0.41,11668.35,0.44,"2025 nov.xlsx","old_state",11,"2025-11",32
14,"JAMMU AND KASHMIR",2025-12-01,2025,86.74,0.4,11912.84,0.43,"2025 dec.xlsx","old_state",12,"2025-12",33
14,"JAMMU AND KASHMIR",2026-01-01,2026,83.76,0.39,11368.46,0.4,"2026 jan.xlsx","old_state",1,"2026-01",34
14,"JAMMU AND KASHMIR",2026-02-01,2026,79.14,0.39,10719.83,0.4,"2026 feb.xlsx","old_state",2,"2026-02",35
14,"JAMMU AND KASHMIR",2026-03-01,2026,86.63,0.38,12268.67,0.42,"2026 mar.xlsx","new_district_total",3,"2026-03",36
14,"JAMMU AND KASHMIR",2026-04-01,2026,94.21,0.42,12715.55,0.43,"2026 apr.xlsx","new_district_total",4,"2026-04",37
14,"JAMMU AND KASHMIR",2026-05-01,2026,103.51,0.44,13743.86,0.46,"2026 may.xlsx","new_district_total",5,"2026-05",38
14,"JAMMU AND KASHMIR",2026-06-01,2026,101.23,0.45,13096.6,0.45,"2026 jun.xlsx","new_district_total",6,"2026-06",39
15,"JHARKHAND",2023-04-01,2023,93.42,1.05,14905.34,1.05,"2023 apr.xlsx","old_state",4,"2023-04",1
15,"JHARKHAND",2023-05-01,2023,93.45,0.99,14415.31,0.97,"2023 may.xlsx","old_state",5,"2023-05",2
15,"JHARKHAND",2023-06-01,2023,88.77,0.95,13802.1,0.94,"2023 june.xlsx","old_state",6,"2023-06",3
15,"JHARKHAND",2023-07-01,2023,96.74,0.97,14277.91,0.93,"2023 july.xlsx","old_state",7,"2023-07",4
15,"JHARKHAND",2023-08-01,2023,104.67,0.99,14547.31,0.92,"2023 aug.xlsx","old_state",8,"2023-08",5
15,"JHARKHAND",2023-09-01,2023,104.08,0.99,14937.74,0.95,"2023 sept.xlsx","old_state",9,"2023-09",6
15,"JHARKHAND",2023-10-01,2023,118.93,1.04,16946.85,0.99,"2023 oct.xlsx","old_state",10,"2023-10",7
15,"JHARKHAND",2023-11-01,2023,122.61,1.09,17742.21,1.02,"2023 nov.xlsx","old_state",11,"2023-11",8
15,"JHARKHAND",2023-12-01,2023,132.25,1.1,19260.59,1.06,"2023 dec.xlsx","old_state",12,"2023-12",9
15,"JHARKHAND",2024-01-01,2024,137.14,1.12,19328.2,1.05,"2024 jan.xlsx","old_state",1,"2024-01",10
15,"JHARKHAND",2024-02-01,2024,141.46,1.17,20410.18,1.12,"2024 feb.xlsx","old_state",2,"2024-02",11
15,"JHARKHAND",2024-03-01,2024,157.45,1.17,22507.82,1.14,"2024 mar.xlsx","old_state",3,"2024-03",12
15,"JHARKHAND",2024-04-01,2024,158.97,1.19,22618.61,1.15,"2024 apr.xlsx","old_state",4,"2024-04",13
15,"JHARKHAND",2024-05-01,2024,163.73,1.17,22163.69,1.08,"2024 may.xlsx","old_state",5,"2024-05",14
15,"JHARKHAND",2024-06-01,2024,162.72,1.17,22088.48,1.1,"2024 jun.xlsx","old_state",6,"2024-06",15
15,"JHARKHAND",2024-07-01,2024,168.74,1.17,23060.05,1.12,"2024 july.xlsx","old_state",7,"2024-07",16
15,"JHARKHAND",2024-08-01,2024,158.2,1.06,20378.75,0.99,"2024 aug.xlsx","old_state",8,"2024-08",17
15,"JHARKHAND",2024-09-01,2024,157.39,1.05,20697.4,1,"2024 sept.xlsx","old_state",9,"2024-09",18
15,"JHARKHAND",2024-10-01,2024,188.38,1.14,25349.09,1.08,"2024 oct.xlsx","old_state",10,"2024-10",19
15,"JHARKHAND",2024-11-01,2024,182.02,1.18,24110.49,1.12,"2024 nov.xlsx","old_state",11,"2024-11",20
15,"JHARKHAND",2024-12-01,2024,191.78,1.15,26267.62,1.13,"2024 dec.xlsx","old_state",12,"2024-12",21
15,"JHARKHAND",2025-01-01,2025,165.9,0.98,22976,0.98,"2025 jan.xlsx","old_state",1,"2025-01",22
15,"JHARKHAND",2025-02-01,2025,142.33,0.88,19879.81,0.91,"2025 feb.xlsx","old_state",2,"2025-02",23
15,"JHARKHAND",2025-03-01,2025,166.62,0.91,23760.23,0.96,"2025 mar.xlsx","old_state",3,"2025-03",24
15,"JHARKHAND",2025-04-01,2025,206.06,1.15,28022.42,1.17,"2025 apr.xlsx","old_state",4,"2025-04",25
15,"JHARKHAND",2025-05-01,2025,229.1,1.23,30563.83,1.22,"2025 may.xlsx","old_state",5,"2025-05",26
15,"JHARKHAND",2025-06-01,2025,155.8,0.85,20667.56,0.86,"2025 jun.xlsx","old_state",6,"2025-06",27
15,"JHARKHAND",2025-07-01,2025,167.61,0.86,21496.22,0.86,"2025 july.xlsx","old_state",7,"2025-07",28
